Sample,Lab ID,Class,Individual,Bundle No.,Period,Event ID,Priority,Selected,Bear No.,,#G,#U,Left,U/L,Comments,,Loci,CXX20,G1D,G10M,MSUT2,MU50,G10X,G10P,REN144 A06,G1A,G10C,D1A,G10J,G10L,CPH9,CXX110,D123,MU26,G10U,MU59,REN145 P07,G10B,MU23,G10H,Sex
90-4-1,1002,sample,25-55-01,252,4,90-01,4,2,,,10,,A,L,1st envelope, ,7,137.139,172.178,210.214,181.209,134.140,141.143,,,,,,,,,,,,,,,,,,204.250
233-90-05,465,sample,25-55-01,233,4,90-05,1,1,,,,20,C,U,, ,7,137.139,172.178,210.214,181.209,134.140,141.143,,,,,,,,,,,,,,,,,,204.250
232-91-02,464,sample,25-55-01,232,4,91-02,1,1,,,10,,B,L,91-1 is in this bundle, ,7,137.139,172.178,210.214,181.209,134.140,141.143,,,,,,,,,,,,,,,,,,204.250
270-22-05,533,sample,25-55-01,270,5,22-05,3,1,,,,20,C,U,, ,7,137.139,172.178,210.214,181.209,134.140,141.143,,,,,,,,,,,,,,,,,,204.250
270-22-06,532,sample,25-55-01,270,5,22-06,1,1,,,,30,A,L,, ,7,137.139,172.178,210.214,181.209,134.140,141.143,,,,,,,,,,,,,,,,,,204.250
182-23-01,372,sample,25-55-01,182,5,23-01,3,1,,,10,,A,L,, ,7,137.139,172.178,210.214,181.209,134.140,141.143,,,,,,,,,,,,,,,,,,204.250
269-23-03,530,sample,25-55-01,269,5,23-03,1,1,,,10,,A,L,, ,7,137.139,172.178,210.214,181.209,134.140,141.143,,,,,,,,,,,,,,,,,,204.250
239-41-05,477,sample,25-55-01,239,5,41-05,2,1,,,5,,C,L,, ,7,137.139,172.178,210.214,181.209,134.140,141.143,,,,,,,,,,,,,,,,,,204.250
302-41-06,590,sample,25-55-01,302,5,41-06,2,1,,,6,,C,L,envelope says 41-16, ,7,137.139,172.178,210.214,181.209,134.140,141.143,,,,,,,,,,,,,,,,,,204.250
311-56-03,604,sample,25-55-01,311,5,56-03,2,2,,,10,,A,U,, ,7,137.139,172.178,210.214,181.209,134.140,141.143,,,,,,,,,,,,,,,,,,204.250
313-77-03,1116,sample,25-55-01,313,5,77-03,3,3,,,,20,C,U,2nd envelope, ,7,137.139,172.178,210.214,181.209,134.140,141.143,,,,,,,,,,,,,,,,,,204.250
308-78-01,599,sample,25-55-01,308,5,78-01,1,1,,,5,,A,U,, ,7,137.139,172.178,210.214,181.209,134.140,141.143,,,,,,,,,,,,,,,,,,204.250
308-78-02,600,sample,25-55-01,308,5,78-02,2,1,,,10,,A,U,, ,7,137.139,172.178,210.214,181.209,134.140,141.143,,,,,,,,,,,,,,,,,,204.250
273-8-03,540,sample,25-55-01,273,5,8-03,3,1,,,7,,C,U,, ,7,137.139,172.178,210.214,181.209,134.140,141.143,,,,,,,,,,,,,,,,,,204.250
21-91-03,88,sample,25-55-01,21,5,91-03,2,1,,,7,,C,L,1st envelope, ,11,137.139,172.178,210.214,181.209,134.140,141.143,155.157,,,,,187.187,137.137,,,,,,239.241,,,,53.253,204.250
372-100-01,717,sample,25-55-01,372,6,100-01,1,1,,,10,,A,U,, ,7,137.139,172.178,210.214,181.209,134.140,141.143,,,,,,,,,,,,,,,,,,204.250
355-91-01,685,sample,25-55-01,355,6,91-01,2,1,,,8,,C,L,, ,7,137.139,172.178,210.214,181.209,134.140,141.143,,,,,,,,,,,,,,,,,,204.250
355-91-02,684,sample,25-55-01,355,6,91-02,1,1,,,6,,C,L,, ,7,137.139,172.178,210.214,181.209,134.140,141.143,,,,,,,,,,,,,,,,,,204.250
355-91-03,686,sample,25-55-01,355,6,91-03,3,1,,,7,,C,L,, ,7,137.139,172.178,210.214,181.209,134.140,141.143,,,,,,,,,,,,,,,,,,204.250
26-67-01,26,sample,25-55-01,26,,67-01,1,1,,,10,,C,U,1st envelope, ,12,137.139,172.178,210.214,181.209,134.140,141.143,155.157,,,,,187.187,137.137,,,,,,239.241,,,,253.253,204.250
121-5-1,1011,sample,276-121-04,261,5,121-01,4,2,,,10,,A,U,1st envelope, ,7,135.137,180.184,206.216,197.205,120.136,141.157,,,,,,,,,,,,,,,,,,204.250
121-5-2,914,sample,276-121-04,161,5,121-02,4,1,,,,30,A,U,"coarse underfur, 1st envelope", ,7,135.137,180.184,206.216,197.205,120.136,141.157,,,,,,,,,,,,,,,,,,204.250
276-121-04,545,sample,276-121-04,276,5,121-04,1,1,,,,30,B,L,, ,24,135.137,180.184,206.216,197.205,120.136,141.157,153.161,119.119,196.198,205.219,157.175,187.203,137.149,143.145,137.155,145.155,185.185,177.179,237.241,159.176,156.156,203.203,241.253,204.250
121-6-1,970,sample,276-121-04,219,6,121-01,4,1,,,,20,C,U,1st envelope, ,7,135.137,180.184,206.216,197.205,120.136,141.157,,,,,,,,,,,,,,,,,,204.250
376-121-02,726,sample,276-121-04,376,6,121-02,2,1,,,,30,A,U,, ,7,135.137,180.184,206.216,197.205,120.136,141.157,,,,,,,,,,,,,,,,,,204.250
376-121-03,727,sample,276-121-04,376,6,121-03,3,1,,,,30,C,U,1st envelope, ,7,135.137,180.184,206.216,197.205,120.136,141.157,,,,,,,,,,,,,,,,,,204.250
121-6-4,1023,sample,276-121-04,274,6,121-04,4,2,,,9,,C,U,, ,7,135.137,180.184,206.216,197.205,120.136,141.157,,,,,,,,,,,,,,,,,,204.250
121-6-5,911,sample,276-121-04,158,6,121-05,4,1,,,9,,C,L,, ,7,135.137,180.184,206.216,197.205,120.136,141.157,,,,,,,,,,,,,,,,,,204.250
376-121-06,725,sample,276-121-04,376,6,121-06,1,1,,,5,,C,L,1st envelope, ,7,135.137,180.184,206.216,197.205,120.136,141.157,,,,,,,,,,,,,,,,,,204.250
121-6-7,823,sample,276-121-04,63,6,121-07,4,1,,,10,,A,U,, ,7,135.137,180.184,206.216,197.205,120.136,141.157,,,,,,,,,,,,,,,,,,204.250
139-93-01,291,sample,30-120-03,139,3,93-01,1,1,,,,30,C,L,"coarse underfur, 1st envelope", ,7,123.137,176.180,206.212,181.197,122.142,141.159,,,,,,,,,,,,,,,,,,250.250
133-105-03,280,sample,30-120-03,133,4,105-03,3,1,,,,30,A,L,, ,7,123.137,176.180,206.212,181.197,122.142,141.159,,,,,,,,,,,,,,,,,,250.250
201-121-02,405,sample,30-120-03,201,4,121-02,2,1,,,10,,B,L,2nd envelope, ,7,123.137,176.180,206.212,181.197,122.142,141.159,,,,,,,,,,,,,,,,,,250.250
121-5-6,999,sample,30-120-03,249,5,121-06,4,2,,,5,,C,L,, ,7,123.137,176.180,206.212,181.197,122.142,141.159,,,,,,,,,,,,,,,,,,250.250
400-114-01,1119,sample,30-120-03,400,6,114-01,1,3,,,8,,C,L,different ID in second spreadsheet -  (11-4)this one matches envelope, ,7,123.137,176.180,206.212,181.197,122.142,141.159,,,,,,,,,,,,,,,,,,250.250
400-114-07,763,sample,30-120-03,400,6,114-07,2,1,,,10,,A,L,1st envelope, ,7,123.137,176.180,206.212,181.197,122.142,141.159,,,,,,,,,,,,,,,,,,250.250
30-120-03,96,sample,30-120-03,30,6,120-03,3,1,,,10,,B,L,uf left, ,24,123.137,176.180,206.212,181.197,122.142,141.159,157.157,121.133,194.200,211.213,165.165,203.205,135.135,145.145,151.159,141.153,183.183,177.183,237.239,157.167,160.160,201.203,243.245,250.250
30-91-01,30,sample,30-91-01,30,1,91-01,1,1,,,5,,C,L,1st envelope, ,24,137.141,180.184,208.216,191.201,120.134,135.157,161.167,119.129,194.196,211.213,165.169,187.191,135.137,127.143,137.153,141.143,191.191,167.175,239.245,157.176,158.160,187.203,241.245,204.250
2-2-4,925,sample,31-60-03,173,2,02-04,4,1,,,,20,A,U,1st envelope, ,7,141.145,186.186,206.218,197.201,134.140,151.153,,,,,,,,,,,,,,,,,,204.250
62-1-01,62,sample,31-60-03,62,2,1-01,1,1,,,,30,A,L,blondish, ,11,141.145,186.186,206.218,197.201,134.140,151.153,155.155,,,,,199.205,137.149,,,,,,237.237,,,,237.53,204.250
62-1-02,140,sample,31-60-03,62,2,1-02,3,1,,,10,,A,L,"1st envelope, blonde hairs", ,7,141.145,186.186,206.218,197.201,134.140,151.153,,,,,,,,,,,,,,,,,,204.250
62-1-03,139,sample,31-60-03,62,2,1-03,2,1,,,,30,A,U,1st envelope, ,7,141.145,186.186,206.218,197.201,134.140,151.153,,,,,,,,,,,,,,,,,,204.250
63-2-01,141,sample,31-60-03,63,2,2-01,2,1,,,,30,A,U,"blonde hairs, 1st envelope", ,7,141.145,186.186,206.218,197.201,134.140,151.153,,,,,,,,,,,,,,,,,,204.250
63-2-02,63,sample,31-60-03,63,2,2-02,1,1,,,,30,A,U,, ,11,141.145,186.186,206.218,197.201,134.140,151.153,155.155,,,,,199.205,137.149,,,,,,237.237,,,,37.53,204.250
63-2-03,1040,sample,31-60-03,63,2,2-03,3,2,,,,30,A,U,, ,7,141.145,186.186,206.218,197.201,134.140,151.153,,,,,,,,,,,,,,,,,,204.250
83-21-01,1102,sample,31-60-03,83,2,21-01,2,3,,,,30,A,U,, ,7,141.145,186.186,206.218,197.201,134.140,151.153,,,,,,,,,,,,,,,,,,204.250
83-21-02,179,sample,31-60-03,83,2,21-02,1,1,,,,30,A,U,, ,7,141.145,186.186,206.218,197.201,134.140,151.153,,,,,,,,,,,,,,,,,,204.250
83-21-03,1042,sample,31-60-03,83,2,21-03,3,2,,,,30,B,L,coarse underfur, ,7,141.145,186.186,206.218,197.201,134.140,151.153,,,,,,,,,,,,,,,,,,204.250
61-22-01,138,sample,31-60-03,61,2,22-01,3,1,,,,30,A,U,, ,7,141.145,186.186,206.218,197.201,134.140,151.153,,,,,,,,,,,,,,,,,,204.250
61-22-02,61,sample,31-60-03,61,2,22-02,1,1,,,,30,C,U,1st envelope, ,11,141.145,186.186,206.218,197.201,134.140,151.153,155.155,,,,,199.205,137.149,,,,,,237.237,,,,237.53,204.250
61-22-03,137,sample,31-60-03,61,2,22-03,2,1,,,,30,A,U,1st envelope, ,7,141.145,186.186,206.218,197.201,134.140,151.153,,,,,,,,,,,,,,,,,,204.250
26-2-6,972,sample,31-60-03,222,2,26-06,4,1,,,,30,B,L,2nd envelope, ,7,141.145,186.186,206.218,197.201,134.140,151.153,,,,,,,,,,,,,,,,,,204.250
38-34-01,110,sample,31-60-03,38,2,34-01,3,1,,,,30,C,L,not sure about the roots on these hairs, ,7,141.145,186.186,206.218,197.201,134.140,151.153,,,,,,,,,,,,,,,,,,204.250
329-36-10,1083,sample,31-60-03,329,2,36-10,3,2,,,,30,A,U,"not bear?, 1st envelope", ,7,141.145,186.186,206.218,197.201,134.140,151.153,,,,,,,,,,,,,,,,,,204.250
34-46-02,106,sample,31-60-03,34,2,46-02,3,1,,,,20,C,L,, ,7,141.145,186.186,206.218,197.201,134.140,151.153,,,,,,,,,,,,,,,,,,204.250
33-48-01,104,sample,31-60-03,33,2,48-01,2,1,,,,30,A,U,blonde underfur, ,7,141.145,186.186,206.218,197.201,134.140,151.153,,,,,,,,,,,,,,,,,,204.250
33-48-02,1033,sample,31-60-03,33,2,48-02,3,2,,,,30,A,U,1st envelope, ,7,141.145,186.186,206.218,197.201,134.140,151.153,,,,,,,,,,,,,,,,,,204.250
33-48-03,33,sample,31-60-03,33,2,48-03,1,1,,,,30,B,L,4th envelope, ,11,141.145,186.186,206.218,197.201,134.140,151.153,155.155,,,,,199.205,137.149,,,,,,237.237,,,,37.37,204.250
55-49-01,55,sample,31-60-03,55,2,49-01,1,1,,,,20,C,L,, ,12,141.145,186.186,206.218,197.201,134.140,151.153,155.155,,,,,199.205,137.149,,,,,,237.237,,,,237.253,204.250
55-49-03,127,sample,31-60-03,55,2,49-03,3,1,,,,30,A,L,blonde underfur, ,7,141.145,186.186,206.218,197.201,134.140,151.153,,,,,,,,,,,,,,,,,,204.250
31-60-03,31,sample,31-60-03,31,2,60-03,1,1,,,10,,A,U,2nd envelope, ,24,141.145,186.186,206.218,197.201,134.140,151.153,155.155,119.121,194.196,213.215,165.165,199.205,137.149,143.143,149.153,147.155,185.185,173.177,237.237,157.161,158.164,199.199,237.253,204.250
60-2-4,839,sample,31-60-03,80,2,60-04,4,1,,,,30,A,L,, ,7,141.145,186.186,206.218,197.201,134.140,151.153,,,,,,,,,,,,,,,,,,204.250
81-95-01,175,sample,31-60-03,81,2,95-01,1,1,,,10,,A,L,, ,7,141.145,186.186,206.218,197.201,134.140,151.153,,,,,,,,,,,,,,,,,,204.250
81-95-02,176,sample,31-60-03,81,2,95-02,2,1,,,,30,A,,maybe not bear? blondy red, ,7,141.145,186.186,206.218,197.201,134.140,151.153,,,,,,,,,,,,,,,,,,204.250
121-22-01,254,sample,31-60-03,121,3,22-01,1,1,,,,30,C,U,2nd envelope, ,7,141.145,186.186,206.218,197.201,134.140,151.153,,,,,,,,,,,,,,,,,,204.250
22-3-2,967,sample,31-60-03,216,3,22-02,4,1,,,5,,C,L,, ,7,141.145,186.186,206.218,197.201,134.140,151.153,,,,,,,,,,,,,,,,,,204.250
121-22-03,1047,sample,31-60-03,121,3,22-03,3,2,,,,30,A,L,"coarse underfur, 1st envelope", ,7,141.145,186.186,206.218,197.201,134.140,151.153,,,,,,,,,,,,,,,,,,204.250
296-22-05,579,sample,31-60-03,296,3,22-05,3,1,,,10,,A,L,maybe not bear?, ,7,141.145,186.186,206.218,197.201,134.140,151.153,,,,,,,,,,,,,,,,,,204.250
22-3-6,810,sample,31-60-03,50,3,22-06,4,1,,,,30,C,U,1st envelope, ,7,141.145,186.186,206.218,197.201,134.140,151.153,,,,,,,,,,,,,,,,,,204.250
102-26-03,220,sample,31-60-03,102,3,26-03,3,1,,,,30,B,U,, ,7,141.145,186.186,206.218,197.201,134.140,151.153,,,,,,,,,,,,,,,,,,204.250
286-33-01,564,sample,31-60-03,286,3,33-01,3,1,,,,30,C,U,1st envelope, ,7,141.145,186.186,206.218,197.201,134.140,151.153,,,,,,,,,,,,,,,,,,204.250
107-33-02,228,sample,31-60-03,107,3,33-02,2,1,,,10,,A,L,, ,7,141.145,186.186,206.218,197.201,134.140,151.153,,,,,,,,,,,,,,,,,,204.250
107-33-05,227,sample,31-60-03,107,3,33-05,1,1,,,,30,A,U,1st envelope, ,7,141.145,186.186,206.218,197.201,134.140,151.153,,,,,,,,,,,,,,,,,,204.250
33-3-7,905,sample,31-60-03,151,3,33-07,4,1,,,,30,A,L,, ,7,141.145,186.186,206.218,197.201,134.140,151.153,,,,,,,,,,,,,,,,,,204.250
383-33-09,1092,sample,31-60-03,383,3,33-09,3,2,,,,30,A,L,1st envelope, ,7,141.145,186.186,206.218,197.201,134.140,151.153,,,,,,,,,,,,,,,,,,204.250
21-34-05,89,sample,31-60-03,21,3,34-05,3,1,,,,30,A,U,perhaps not bear?, ,11,141.145,186.186,206.218,197.201,134.140,151.153,155.155,,,,,199.205,137.149,,,,,,237.237,,,,,204.250
36-3-4,771,sample,31-60-03,9,3,36-04,4,1,,,10,,B,L,, ,7,141.145,186.186,206.218,197.201,134.140,151.153,,,,,,,,,,,,,,,,,,204.250
46-3-1,1001,sample,31-60-03,251,3,46-01,4,2,,,10,,A,L,1st envelope, ,7,141.145,186.186,206.218,197.201,134.140,151.153,,,,,,,,,,,,,,,,,,204.250
96-46-02,205,sample,31-60-03,96,3,46-02,1,1,,,,30,A,U,1st envelope, ,7,141.145,186.186,206.218,197.201,134.140,151.153,,,,,,,,,,,,,,,,,,204.250
96-46-05,206,sample,31-60-03,96,3,46-05,2,1,,,,30,A,U,1st envelope, ,7,141.145,186.186,206.218,197.201,134.140,151.153,,,,,,,,,,,,,,,,,,204.250
152-46-07,313,sample,31-60-03,152,3,46-07,3,1,,,,30,A,U,, ,7,141.145,186.186,206.218,197.201,134.140,151.153,,,,,,,,,,,,,,,,,,204.250
95-48-01,202,sample,31-60-03,95,3,48-01,1,1,,,,30,B,L,"1st envelope, upper/lower designation hard to read", ,7,141.145,186.186,206.218,197.201,134.140,151.153,,,,,,,,,,,,,,,,,,204.250
95-48-02,203,sample,31-60-03,95,3,48-02,2,1,,,,30,C,U,, ,7,141.145,186.186,206.218,197.201,134.140,151.153,,,,,,,,,,,,,,,,,,204.250
94-71-01,1104,sample,31-60-03,94,3,71-01,2,3,,,,30,A,U,1st envelope, ,7,141.145,186.186,206.218,197.201,134.140,151.153,,,,,,,,,,,,,,,,,,204.250
146-96-02,304,sample,31-60-03,146,3,96-02,1,1,,,10,,A,U,, ,7,141.145,186.186,206.218,197.201,134.140,151.153,,,,,,,,,,,,,,,,,,204.250
146-96-03,305,sample,31-60-03,146,3,96-03,2,1,,,,30,C,U,not bear?, ,7,141.145,186.186,206.218,197.201,134.140,151.153,,,,,,,,,,,,,,,,,,204.250
214-107-01,430,sample,31-60-03,214,4,107-01,2,1,,,6,,C,L,, ,7,141.145,186.186,206.218,197.201,134.140,151.153,,,,,,,,,,,,,,,,,,204.250
214-107-02,429,sample,31-60-03,214,4,107-02,1,1,,,,30,C,U,maybe not bear?, ,7,141.145,186.186,206.218,197.201,134.140,151.153,,,,,,,,,,,,,,,,,,204.250
216-118-02,431,sample,31-60-03,216,4,118-02,1,1,,,7,,C,,1st envelope, ,7,141.145,186.186,206.218,197.201,134.140,151.153,,,,,,,,,,,,,,,,,,204.250
228-21-01,456,sample,31-60-03,228,4,21-01,2,1,,,5,,C,L,1st envelope, ,7,141.145,186.186,206.218,197.201,134.140,151.153,,,,,,,,,,,,,,,,,,204.250
228-21-02,455,sample,31-60-03,228,4,21-02,1,1,,,,30,A,U,1st envelope, ,7,141.145,186.186,206.218,197.201,134.140,151.153,,,,,,,,,,,,,,,,,,204.250
228-21-04,457,sample,31-60-03,228,4,21-04,3,1,,,,30,C,U,1st envelope, ,7,141.145,186.186,206.218,197.201,134.140,151.153,,,,,,,,,,,,,,,,,,204.250
175-46-06,358,sample,31-60-03,175,4,46-06,3,1,,,,30,A,U,1st envelope, ,7,141.145,186.186,206.218,197.201,134.140,151.153,,,,,,,,,,,,,,,,,,204.250
164-48-02,333,sample,31-60-03,164,4,48-02,1,1,,,,30,A,U,1st envelope, ,7,141.145,186.186,206.218,197.201,134.140,151.153,,,,,,,,,,,,,,,,,,204.250
59-4-1,915,sample,31-60-03,162,4,59-01,4,1,,,10,,A,L,1st envelope, ,7,141.145,186.186,206.218,197.201,134.140,151.153,,,,,,,,,,,,,,,,,,204.250
163-59-03,332,sample,31-60-03,163,4,59-03,2,1,,,,30,C,U,, ,7,141.145,186.186,206.218,197.201,134.140,151.153,,,,,,,,,,,,,,,,,,204.250
383-60-15,738,sample,31-60-03,383,4,60-15,2,1,,,,30,A,U,, ,7,141.145,186.186,206.218,197.201,134.140,151.153,,,,,,,,,,,,,,,,,,204.250
226-95-02,452,sample,31-60-03,226,4,95-02,2,2,,,,30,A,U,, ,7,141.145,186.186,206.218,197.201,134.140,151.153,,,,,,,,,,,,,,,,,,204.250
145-106-03,303,sample,31-60-03,145,5,106-03,3,1,,,,30,A,U,not bear?, ,7,141.145,186.186,206.218,197.201,134.140,151.153,,,,,,,,,,,,,,,,,,204.250
282-106-04,557,sample,31-60-03,282,5,106-04,1,1,,,,30,C,L,not bear? small bear?, ,7,141.145,186.186,206.218,197.201,134.140,151.153,,,,,,,,,,,,,,,,,,204.250
22-5-3,854,sample,31-60-03,96,5,22-03,4,1,,,,30,A,L,, ,7,141.145,186.186,206.218,197.201,134.140,151.153,,,,,,,,,,,,,,,,,,204.250
244-33-05,486,sample,31-60-03,244,5,33-05,1,1,,,5,,C,L,, ,7,141.145,186.186,206.218,197.201,134.140,151.153,,,,,,,,,,,,,,,,,,204.250
34-5-4,952,sample,31-60-03,201,5,34-04,4,1,,,10,,A,L,, ,7,141.145,186.186,206.218,197.201,134.140,151.153,,,,,,,,,,,,,,,,,,204.250
250-34-05,497,sample,31-60-03,250,5,34-05,1,1,,,10,,A,L,, ,7,141.145,186.186,206.218,197.201,134.140,151.153,,,,,,,,,,,,,,,,,,204.250
34-5-9,990,sample,31-60-03,240,5,34-09,4,2,,,,30,A,L,, ,7,141.145,186.186,206.218,197.201,134.140,151.153,,,,,,,,,,,,,,,,,,204.250
398-99-02,761,sample,31-60-03,398,5,99-02,2,1,,,10,,A,L,, ,7,141.145,186.186,206.218,197.201,134.140,151.153,,,,,,,,,,,,,,,,,,204.250
321-34-04,623,sample,31-60-03,321,6,34-04,3,1,,,,30,C,U,, ,7,141.145,186.186,206.218,197.201,134.140,151.153,,,,,,,,,,,,,,,,,,204.250
362-83-01,700,sample,31-60-03,362,6,83-01,1,1,,,10,,,,, ,7,141.145,186.186,206.218,197.201,134.140,151.153,,,,,,,,,,,,,,,,,,204.250
364-96-03,702,sample,31-60-03,364,6?,96-03,1,1,,,10,,A,L,1st envelope, ,7,141.145,186.186,206.218,197.201,134.140,151.153,,,,,,,,,,,,,,,,,,204.250
317-71-05,612,sample,317-71-05,317,6,71-05,1,1,,,2,20,C,L,, ,24,123.135,176.184,212.218,197.209,114.142,141.153,157.163,119.119,194.194,209.215,163.175,187.203,135.135,127.143,151.157,141.143,191.195,175.181,239.239,159.163,158.158,187.203,233.245,204.250
347-22-03,669,sample,347-22-03,347,6,22-03,1,1,,,,20,C,U,, ,24,133.139,184.186,206.208,203.205,132.132,141.141,153.161,125.133,196.198,211.211,169.175,187.203,137.139,143.149,149.159,141.155,183.183,175.177,233.247,157.159,160.160,195.201,237.253,250.250
1-69-01,1,sample,35-69-01,1,1,69-01,1,1,,,,30,A,L,, ,11,123.135,178.180,210.216,197.209,122.134,141.153,153.155,,,,,187.187,137.153,,,,,,235.239,,,,237.71,250.250
1-69-02,68,sample,35-69-01,1,1,69-02,3,1,,,,30,C,L,, ,11,123.135,178.180,210.216,197.209,122.134,141.153,153.155,,,,,187.187,137.153,,,,,,235.239,,,,237.71,250.250
86-56-03,187,sample,35-69-01,86,2,56-03,2,1,,,,30,C,L,, ,7,123.135,178.180,210.216,197.209,122.134,141.153,,,,,,,,,,,,,,,,,,250.250
56-2-4,843,sample,35-69-01,85,2,56-04,4,1,,,2,20,C,L,, ,7,123.135,178.180,210.216,197.209,122.134,141.153,,,,,,,,,,,,,,,,,,250.250
36-57-01,36,sample,35-69-01,36,2,57-01,1,1,,,,30,A,L,, ,12,123.135,178.180,210.216,197.209,122.134,141.153,153.155,,,,,187.187,137.153,,,,,,235.239,,,,237.271,250.250
35-69-01,35,sample,35-69-01,35,2,69-01,1,1,,,,30,A,L,, ,24,123.135,178.180,210.216,197.209,122.134,141.153,153.155,117.125,194.196,211.213,157.163,187.187,137.153,141.147,157.157,143.145,186.186,175.177,235.239,157.169,154.158,201.203,237.271,250.250
99-45-01,214,sample,35-69-01,99,3,45-01,2,1,,,10,,A,U,uf left, ,7,123.135,178.180,210.216,197.209,122.134,141.153,,,,,,,,,,,,,,,,,,250.250
99-45-03,213,sample,35-69-01,99,3,45-03,1,1,,,,30,C,L,, ,7,123.135,178.180,210.216,197.209,122.134,141.153,,,,,,,,,,,,,,,,,,250.250
98-57-01,210,sample,35-69-01,98,3,57-01,1,1,,,,30,A,L,, ,7,123.135,178.180,210.216,197.209,122.134,141.153,,,,,,,,,,,,,,,,,,250.250
98-57-02,211,sample,35-69-01,98,3,57-02,2,1,,,,30,C,U,, ,7,123.135,178.180,210.216,197.209,122.134,141.153,,,,,,,,,,,,,,,,,,250.250
166-45-03,338,sample,35-69-01,166,4,45-03,3,1,,,,30,C,L,, ,7,123.135,178.180,210.216,197.209,122.134,141.153,,,,,,,,,,,,,,,,,,250.250
45-4-5,1006,sample,35-69-01,256,4,45-05,4,2,,,,30,B,U,, ,7,123.135,178.180,210.216,197.209,122.134,141.153,,,,,,,,,,,,,,,,,,250.250
227-56-01,453,sample,35-69-01,227,4,56-01,2,1,,,,30,A,L,, ,7,123.135,178.180,210.216,197.209,122.134,141.153,,,,,,,,,,,,,,,,,,250.250
45-5-1,940,sample,35-69-01,188,5,45-01,4,1,,,3,15,C,L,, ,7,123.135,178.180,210.216,197.209,122.134,141.153,,,,,,,,,,,,,,,,,,250.250
243-45-03,485,sample,35-69-01,243,5,45-03,3,1,,,,30,A,L,, ,7,123.135,178.180,210.216,197.209,122.134,141.153,,,,,,,,,,,,,,,,,,250.250
239-57-01,476,sample,35-69-01,239,5,57-01,1,1,,,,30,A,L,1st envelope, ,7,123.135,178.180,210.216,197.209,122.134,141.153,,,,,,,,,,,,,,,,,,250.250
238-69-01,475,sample,35-69-01,238,5,69-01,1,1,,,,30,A,L,, ,7,123.135,178.180,210.216,197.209,122.134,141.153,,,,,,,,,,,,,,,,,,250.250
361-41-02,699,sample,361-41-05,361,6,41-02,3,1,,,9,,C,L,, ,7,135.141,174.174,212.212,197.197,120.132,141.145,,,,,,,,,,,,,,,,,,250.250
41-6-4,979,sample,361-41-05,229,6,41-04,4,1,,,5,,C,L,1st envelope, ,7,135.141,174.174,212.212,197.197,120.132,141.145,,,,,,,,,,,,,,,,,,250.250
361-41-05,698,sample,361-41-05,361,6,41-05,2,1,,,10,,A,L,, ,24,135.141,174.174,212.212,197.197,120.132,141.145,157.161,119.121,184.194,205.207,163.167,187.203,137.153,143.147,137.153,141.141,183.185,173.177,241.243,157.157,156.158,201.203,241.253,250.250
377-120-04,729,sample,377-120-04,377,6,120-04,3,1,,,10,,A,L,1st envelope, ,24,141.147,180.182,206.208,181.207,130.134,151.159,153.159,129.131,194.200,209.215,157.175,185.205,137.141,147.149,153.155,141.151,185.191,167.177,233.245,157.167,158.160,187.209,237.241,250.250
44-14-01,116,sample,38-34-09,44,2,14-01,2,1,,,,30,B,L,, ,7,139.141,184.186,206.216,197.205,132.140,141.151,,,,,,,,,,,,,,,,,,204.250
15-2-8,861,sample,38-34-09,105,2,15-08,4,1,,,,30,A,L,, ,7,139.141,184.186,206.216,197.205,132.140,141.151,,,,,,,,,,,,,,,,,,204.250
38-34-09,1034,sample,38-34-09,38,2,34-09,2,2,,,,30,A,L,2nd envelope, ,7,139.141,184.186,206.216,197.205,132.140,141.151,,,,,,,,,,,,,,,,,,204.250
35-2-7,893,sample,38-34-09,138,2,35-07,4,1,,,,30,A,L,1st envelope, ,7,139.141,184.186,206.216,197.205,132.140,141.151,,,,,,,,,,,,,,,,,,204.250
142-14-05,1049,sample,38-34-09,142,3,14-05,3,2,,,,30,A,L,1st envelope, ,7,139.141,184.186,206.216,197.205,132.140,141.151,,,,,,,,,,,,,,,,,,204.250
105-35-02,225,sample,38-34-09,105,3,35-02,1,1,,,,30,A,L,, ,7,139.141,184.186,206.216,197.205,132.140,141.151,,,,,,,,,,,,,,,,,,204.250
103-36-01,221,sample,38-34-09,103,3,36-01,1,1,,,1,20,C,L,don’t think there are many roots on hairs, ,7,139.141,184.186,206.216,197.205,132.140,141.151,,,,,,,,,,,,,,,,,,204.250
103-36-05,222,sample,38-34-09,103,3,36-05,3,1,,,,30,A,L,, ,24,139.141,184.186,206.216,197.205,132.140,141.151,155.157,119.119,194.198,213.215,163.165,187.199,137.137,143.143,153.159,145.147,185.195,173.179,231.237,157.159,156.164,199.203,237.241,204.250
394-10-04,754,sample,38-34-09,394,4,10-04,2,1,,,,20,C,L,, ,7,139.141,184.186,206.216,197.205,132.140,141.151,,,,,,,,,,,,,,,,,,204.250
167-14-01,340,sample,38-34-09,167,4,14-01,3,1,,,,30,A,L,, ,7,139.141,184.186,206.216,197.205,132.140,141.151,,,,,,,,,,,,,,,,,,204.250
168-15-03,342,sample,38-34-09,168,4,15-03,2,1,,,,30,A,L,, ,7,139.141,184.186,206.216,197.205,132.140,141.151,,,,,,,,,,,,,,,,,,204.250
168-15-04,341,sample,38-34-09,168,4,15-04,1,1,,,,30,A,L,, ,7,139.141,184.186,206.216,197.205,132.140,141.151,,,,,,,,,,,,,,,,,,204.250
